"ccode","cname","year","ccodealp","cname_year","ccodealp_year","ccodecow","p_durable","p_polity2","fh_polity2","arch_exit_any","arch_exit_reg","arch_exit_irreg","regime_change","prevrc","democratization","aa_transition","duration","banking_no_lag","banking","banking_start","currency_no_lag","currency","currency_start","default_no_lag","default","default_start","default_ext_no_lag","default_ext","default_dom_no_lag","default_dom","anyfincrisis_no_lag","anyfincrisis","anyfincrisis_start","bc_twin_no_lag","bc_twin","cb_twin_no_lag","cb_twin","twin_bc_no_lag","twin_bc","bd_twin_no_lag","bd_twin","db_twin_no_lag","db_twin","twin_bd_no_lag","twin_bd","twin_bd_b_no_lag","twin_bd_d_no_lag","twin_bd_b","twin_bd_d","cd_twin_no_lag","cd_twin","dc_twin_no_lag","dc_twin","twin_cd_no_lag","twin_cd","twin_any_no_lag","twin_any","triple_no_lag","triple","wr_regtype","military","personal","party","wr_monarchy","gwf_regimetype","gwf_party","gwf_personal","gwf_military","gwf_monarch","gdppcgr_no_lag","gdppcgr","ln_gdppc","pwt_gdppcgr","chga_demo","chga_hinst","mad_gdppc","mad_gdppcgr","vdem_corr","vdem_index_no_lag","vdem_index","wdi_gdpgr","wdi_gdppcgr","resources_no_lag","resources","oilgas","latam","mideast","africa","asia","southeastasia","europe","exussr"
"12","Algeria","1963","DZA","Algeria 1963","DZA63","615","1","-8","","0","0","0","0","1","0","0","1","0","","0","0","","0","0","","0","0","","0","","0","","0","0","","0","","0","","0","","0","","0","","0","0","","","0","","0","","0","","0","","0","","7","1","0","1","0","party-military","1","0","0","0","31.00799949","","8.4812198242103","21.52227065","0","3","1767.7573","","0.504208148","0.20087991","","34.31372877","31.00799949","","","4.2243411782521","0","1","0","0","0","0","0"
"12","Algeria","1964","DZA","Algeria 1964","DZA64","615","2","-8","","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","2.15656","31.00799949","8.6879791092862","6.065803143","0","3","1805.8801","2.15656","0.504208148","0.194384928","0.20087991","5.839413012","3.163785742","","","3.8854228305311","0","1","0","0","0","0","0"
"12","Algeria","1965","DZA","Algeria 1965","DZA65","615","3","-9","","1","0","1","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","3.53265","2.15656","8.7577321005456","5.773007444","0","4","1869.6755","3.53265","0.419412726","0.150158412","0.194384928","6.206898209","3.42298358","","","3.9573666493144","0","1","0","0","0","0","0"
"12","Algeria","1966","DZA","Algeria 1966","DZA66","615","4","-9","","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","-7.72952","3.53265","8.8181928199621","-8.561072879","0","4","1725.1586","-7.72952","0.419412726","0.087658412","0.150158412","-4.80497094","-7.396128865","","","3.7112061550178","0","1","0","0","0","0","0"
"12","Algeria","1967","DZA","Algeria 1967","DZA67","615","5","-9","","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","5.73925","-7.72952","8.7210557840367","8.724722985","0","4","1824.1698","5.73925","0.419412726","0.087658412","0.087658412","9.452962559","6.388193678","","","4.9061509434959","0","1","0","0","0","0","0"
"12","Algeria","1968","DZA","Algeria 1968","DZA68","615","6","-9","","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","8.40169","5.73925","8.7985762298713","7.398381042","0","4","1977.4309","8.40169","0.419412726","0.087658412","0.087658412","10.79623858","7.650870675","","","4.9400333145501","0","1","0","0","0","0","0"
"12","Algeria","1969","DZA","Algeria 1969","DZA69","615","7","-9","","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","6.47624","8.40169","8.8720513108173","5.013176294","0","4","2105.4941","6.47624","0.419412726","0.087658412","0.087658412","8.433280276","5.366409003","","","4.8450139090279","0","1","0","0","0","0","0"
"12","Algeria","1970","DZA","Algeria 1970","DZA70","615","8","-9","","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","6.82622","6.47624","8.9240813129845","6.765273064","0","4","2249.2197","6.82622","0.419412726","0.087658412","0.087658412","8.862657113","5.82800707","8.6793922971736","","4.4320918413129","0","1","0","0","0","0","0"
"12","Algeria","1971","DZA","Algeria 1971","DZA71","615","9","-9","","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","-11.09567","6.82622","8.7536872270986","-14.7163519","0","4","1999.6536","-11.09567","0.419412726","0.088134018","0.087658412","-11.33171916","-13.76224333","8.4544258822357","8.6793922971736","5.9206944914288","0","1","0","0","0","0","0"
"12","Algeria","1972","DZA","Algeria 1972","DZA72","615","10","-9","1.0833333","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","17.512","-11.09567","8.6968445196543","22.59777663","0","4","2349.833","17.512","0.419412726","0.088134018","0.088134018","27.42396948","23.96858623","10.306683910198","8.4544258822357","6.2261214907019","0","1","0","0","0","0","0"
"12","Algeria","1973","DZA","Algeria 1973","DZA73","615","11","-9","1.0833333","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","0.28546","17.512","8.7970950765491","-1.058277853","0","4","2356.5408","0.28546","0.419412726","0.088134018","0.088134018","3.813176298","1.006191061","12.003539228354","10.306683910198","7.3375567333893","0","1","0","0","0","0","0"
"12","Algeria","1974","DZA","Algeria 1974","DZA74","615","12","-9","1.0833333","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","3.01235","0.28546","8.8526649277039","-4.432426954","0","4","2427.5281","3.01235","0.419412726","0.088134018","0.088134018","7.494917704","4.566004263","29.305395751556","12.003539228354","8.6808837494852","0","1","0","0","0","0","0"
"12","Algeria","1975","DZA","Algeria 1975","DZA75","615","13","-9","0.66666663","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","3.88977","3.01235","9.1024210297567","1.995446877","0","4","2521.9534","3.88977","0.419412726","0.088134018","0.088134018","5.045341612","2.140973456","24.030909164134","29.305395751556","15.172487693371","0","1","0","0","0","0","0"
"12","Algeria","1976","DZA","Algeria 1976","DZA76","615","14","-9","1.0833333","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","3.42141","3.88977","9.1616751999949","3.260407315","0","4","2608.2397","3.42141","0.419412726","0.136282855","0.088134018","8.386756483","5.353116501","25.134780911526","24.030909164134","12.686597990486","0","1","0","0","0","0","0"
"12","Algeria","1977","DZA","Algeria 1977","DZA77","615","15","-9","1.0833333","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","5.76815","3.42141","9.1298892475786","4.548066599","0","4","2758.687","5.76815","0.504208148","0.206767364","0.136282855","5.258585985","2.283839112","24.748714846245","25.134780911526","14.982673459634","0","1","0","0","0","0","0"
"12","Algeria","1978","DZA","Algeria 1978","DZA78","615","16","-9","1.0833333","1","1","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","9.42383","5.76815","9.2072355570227","7.786316549","0","4","3018.6611","9.42383","0.543422845","0.206122698","0.206767364","9.2148357","6.083649538","21.475887676777","24.748714846245","15.489411022917","0","1","0","0","0","0","0"
"12","Algeria","1979","DZA","Algeria 1979","DZA79","615","17","-9","1.0833333","1","1","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","5.74833","9.42383","9.2985343827121","8.766273608","0","4","3192.1836","5.74833","0.585155218","0.206106185","0.206122698","7.477826553","4.335946306","39.299656798273","21.475887676777","15.000376331322","0","1","0","0","0","0","0"
"12","Algeria","1980","DZA","Algeria 1980","DZA80","615","18","-9","1.0833333","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","-1.26429","5.74833","9.3510583789151","-5.824796974","0","4","3151.8252","-1.26429","0.639204368","0.208059773","0.206106185","0.790606971","-2.216590422","32.001354868579","39.299656798273","23.855954743058","0","1","0","0","0","0","0"
"12","Algeria","1981","DZA","Algeria 1981","DZA81","615","19","-9","1.0833333","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","-0.65625","-1.26429","9.3613432455127","-2.125627099","0","4","3131.1414","-0.65625","0.639204368","0.208059773","0.208059773","2.99999609","-0.129429889","24.351198200112","32.001354868579","22.563643238419","0","1","0","0","0","0","0"
"12","Algeria","1982","DZA","Algeria 1982","DZA82","615","20","-9","","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","3.08217","-0.65625","9.4139340640457","4.376118384","0","4","3227.6484","3.08217","0.641080776","0.210109181","0.208059773","6.400004115","3.131662483","18.693698295464","24.351198200112","19.571471449015","0","1","0","0","0","0","0"
"12","Algeria","1983","DZA","Algeria 1983","DZA83","615","21","-9","1.0833333","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","1.88848","3.08217","9.4127096240739","1.845106668","0","4","3288.6018","1.88848","0.641080776","0.212664065","0.210109181","5.400003025","2.159860825","18.183896808093","18.693698295464","19.199695301545","0","1","0","0","0","0","0"
"12","Algeria","1984","DZA","Algeria 1984","DZA84","615","22","-9","1.0833333","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","2.27013","1.88848","9.4172732372424","2.70211968","0","4","3363.2573","2.27013","0.641080776","0.215509036","0.212664065","5.59999653","2.389777148","16.96061553106","18.183896808093","16.620082850377","0","1","0","0","0","0","0"
"12","Algeria","1985","DZA","Algeria 1985","DZA85","615","23","-9","1.0833333","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","2.01517","2.27013","9.4159714715391","0.134903598","0","4","3431.0327","2.01517","0.641080776","0.215060487","0.215509036","3.699997253","0.611635515","15.571188011222","16.96061553106","15.758823543166","0","1","0","0","0","0","0"
"12","Algeria","1986","DZA","Algeria 1986","DZA86","615","24","-9","1.0833333","0","0","0","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","-3.78461","2.01517","9.4579033278311","0.158028866","0","4","3301.1816","-3.78461","0.641080776","0.215060487","0.215060487","0.400001002","-2.517521593","7.8502723216271","15.571188011222","13.197952240202","0","1","0","0","0","0","0"
"12","Algeria","1987","DZA","Algeria 1987","DZA87","615","25","-9","1.0833333","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","-3.31327","-3.78461","9.2836837662004","-0.85102685","0","4","3191.8044","-3.31327","0.641080776","0.216925825","0.215060487","-0.699997524","-3.509094622","9.7919663319954","7.8502723216271","11.668883449229","0","1","0","0","0","0","0"
"12","Algeria","1988","DZA","Algeria 1988","DZA88","615","26","-9","1.5","0","0","0","0","0","0","0","26","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","0","party-military","1","0","0","0","-4.65859","-3.31327","9.1816322078394","-3.004272784","0","4","3043.1113","-4.65859","0.641080776","0.217339267","0.216925825","-1.000005491","-3.711788477","9.1094635511549","9.7919663319954","11.379107339713","0","1","0","0","0","0","0"
"12","Algeria","1989","DZA","Algeria 1989","DZA89","615","0","-2","3.6666665","0","0","0","0","0","0","0","27","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","7","1","0","1","0","party-military","1","0","0","0","0.77586","-4.65859","9.0403820741656","0.271235386","0","4","3066.7217","0.77586","0.620653336","0.241862353","0.217339267","4.400002159","1.646423469","13.970366147368","9.1094635511549","11.26657004967","0","1","0","0","0","0","0"
"12","Algeria","1990","DZA","Algeria 1990","DZA90","615","1","-2","4.5","0","0","0","0","0","0","0","28","1","0","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","1","1","1","0","7","1","0","1","0","party-military","1","0","0","0","-3.90828","0.77586","9.0337225180989","-0.56138588","0","4","2946.8657","-3.90828","0.620653336","0.380846788","0.241862353","0.800000581","-1.746778045","17.639699894873","13.970366147368","11.803531243779","0","1","0","0","0","0","0"
"12","Algeria","1991","DZA","Algeria 1991","DZA91","615","2","-2","4.5","0","0","0","0","0","0","0","29","1","1","0","1","1","0","1","0","0","1","0","0","0","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","0","1","1","1","0","1","1","1","1","1","1","7","1","0","1","0","party-military","1","0","0","0","-3.63129","-3.90828","9.0254555327791","-2.006010259","0","4","2839.8564","-3.63129","0.620653336","0.400061465","0.380846788","-1.200000584","-3.58835422","14.99699558663","17.639699894873","8.9896831312536","0","1","0","0","0","0","0"
"12","Algeria","1992","DZA","Algeria 1992","DZA92","615","0","-7","1.1666666","1","0","1","1","0","0","1","30","1","1","0","0","1","0","1","1","0","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","1","1","1","1","1","1","1","1","7","1","0","1","0","party-military","1","0","0","0","-0.9604","-3.63129","8.9479361067087","-1.259518725","0","4","2812.5825","-0.9604","0.63167807","0.403933315","0.400061465","1.800002301","-0.546951308","15.105017026491","14.99699558663","9.2025390973518","0","1","0","0","0","0","0"
"12","Algeria","1993","DZA","Algeria 1993","DZA93","615","1","-7","1.1666666","0","0","0","0","1","0","0","1","1","1","0","0","0","0","1","1","0","1","1","0","0","1","1","0","1","1","0","0","1","1","1","1","1","1","1","1","1","0","1","0","0","0","1","1","1","1","1","1","1","1","2","1","0","0","0","military","0","0","1","0","-4.48593","-0.9604","8.9737315697084","-4.110137264","0","4","2686.4121","-4.48593","0.623177462","0.189835351","0.403933315","-2.100000761","-4.231830854","13.675770262929","15.105017026491","7.5824583210579","0","1","0","0","0","0","0"
"12","Algeria","1994","DZA","Algeria 1994","DZA94","615","2","-7","0.75","1","1","0","0","1","0","0","2","1","1","0","1","0","1","1","1","0","1","1","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","0","1","1","1","1","1","1","1","1","2","1","0","0","0","military","0","0","1","0","-3.05545","-4.48593","8.8778003938826","-3.319187356","0","4","2604.3301","-3.05545","0.659492252","0.195385762","0.189835351","-0.899996546","-2.912736748","14.189420212309","13.675770262929","7.5820057877102","0","1","0","0","0","0","0"
"12","Algeria","1995","DZA","Algeria 1995","DZA95","615","0","-3","2.5833333","0","0","0","0","1","0","0","3","0","1","0","1","1","0","1","1","0","1","1","0","0","1","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","2","1","0","0","0","military","0","0","1","0","1.78265","-3.05545","8.8487964509259","1.814093877","0","4","2650.7561","1.78265","0.659492252","0.249153865","0.195385762","3.799994788","1.852562047","16.087442099428","14.189420212309","6.6063636210178","0","1","0","0","0","0","0"
"12","Algeria","1996","DZA","Algeria 1996","DZA96","615","1","-3","2.5833333","0","0","0","0","0","0","0","4","0","0","0","0","1","0","1","1","0","1","1","0","0","1","1","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","1","1","1","1","1","0","1","2","1","0","0","0","military","0","0","1","0","1.94302","1.78265","8.8648879337742","3.535616507","0","4","2702.2607","1.94302","0.659492252","0.362092272","0.249153865","4.09999847","2.303619498","18.940497104529","16.087442099428","8.6879205754994","0","1","0","0","0","0","0"
"12","Algeria","1997","DZA","Algeria 1997","DZA97","615","2","-3","2.5833333","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","2","1","0","0","0","military","0","0","1","0","-0.55723","1.94302","8.883917471208","-0.646133804","0","4","2687.2029","-0.55723","0.659492252","0.349935776","0.362092272","1.099999938","-0.509733779","17.901573494892","18.940497104529","9.6684006202536","0","1","0","0","0","0","0"
"12","Algeria","1998","DZA","Algeria 1998","DZA98","615","3","-3","3","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","3.51004","-0.55723","8.8388418134313","4.003033871","0","4","2781.5247","3.51004","0.659492252","0.343743444","0.349935776","5.100003609","3.543909741","11.599248565676","17.901573494892","10.043154976509","0","1","0","0","0","0","0"
"12","Algeria","1999","DZA","Algeria 1999","DZA99","615","4","-3","3","1","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","1.71037","3.51004","8.8698199525084","1.564663305","0","3","2829.0991","1.71037","0.684318205","0.35835372","0.343743444","3.200001553","1.758759476","15.565448998522","11.599248565676","7.4001311301251","0","1","0","0","0","0","0"
"12","Algeria","2000","DZA","Algeria 2000","DZA00","615","5","-3","3","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","0.70577","1.71037","8.9036793329266","0.532854386","0","3","2849.0659","0.70577","0.722250221","0.341204658","0.35835372","2.200000692","0.832991867","24.307469886515","15.565448998522","9.1240502292879","0","1","0","0","0","0","0"
"12","Algeria","2001","DZA","Algeria 2001","DZA01","615","6","-3","3","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","1.24841","0.70577","9.0185743563542","1.510934595","0","3","2884.6338","1.24841","0.722250221","0.341204658","0.341204658","4.612523744","3.265847353","21.730002809643","24.307469886515","13.280960998105","0","1","0","0","0","0","0"
"12","Algeria","2002","DZA","Algeria 2002","DZA02","615","7","-3","3","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","3.21725","1.24841","9.0061412366629","3.689399681","0","3","2977.4397","3.21725","0.722250221","0.347189175","0.341204658","5.599999981","4.279382159","21.766532661218","21.730002809643","18.193646507059","0","1","0","0","0","0","0"
"12","Algeria","2003","DZA","Algeria 2003","DZA03","615","8","-3","3","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","5.38987","3.21725","9.04334083128","5.693458811","0","3","3137.9197","5.38987","0.722250221","0.354979147","0.347189175","7.200000018","5.861446371","23.338228456946","21.766532661218","16.460032299181","0","1","0","0","0","0","0"
"12","Algeria","2004","DZA","Algeria 2004","DZA04","615","0","2","4.25","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","3.65873","5.38987","9.1128377906149","3.789386878","0","3","3252.7278","3.65873","0.722250221","0.353492329","0.354979147","4.300000003","2.95771839","25.023259921295","23.338228456946","24.154954405261","0","1","0","0","0","0","0"
"12","Algeria","2005","DZA","Algeria 2005","DZA05","615","1","2","4.25","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","3.60985","3.65873","9.1607298714228","3.927198923","0","3","3370.1465","3.60985","0.722250221","0.353742942","0.353492329","5.900000002","4.465430208","33.143043232707","25.023259921295","26.164945152491","0","1","0","0","0","0","0"
"12","Algeria","2006","DZA","Algeria 2006","DZA06","615","2","2","4.25","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","0.46364","3.60985","9.2868383429489","0.244283871","0","3","3385.772","0.46364","0.722250221","0.350119277","0.353742942","1.699999998","0.249228899","35.27181157538","33.143043232707","35.509437417363","0","1","0","0","0","0","0"
"12","Algeria","2007","DZA","Algeria 2007","DZA07","615","3","2","4.25","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","1.2387","0.46364","9.3574664368665","1.774840837","0","3","3427.7117","1.2387","0.722250221","0.35482644","0.350119277","3.399999998","1.852882753","33.151852062288","35.27181157538","27.734772175357","0","1","0","0","0","0","0"
"12","Algeria","2008","DZA","Algeria 2008","DZA08","615","4","2","4.25","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","0.57495","1.2387","9.3716936223339","1.123258385","0","3","3447.4192","0.57495","0.722250221","0.362755552","0.35482644","2","0.391115421","34.885608140683","33.151852062288","28.021415134587","0","1","0","0","0","0","0"
"12","Algeria","2009","DZA","Algeria 2009","DZA09","615","5","2","4.25","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","0.55471","0.57495","9.414912537705","0.007393532","","","3466.5425","0.55471","0.722250221","0.366826562","0.362755552","1.599979654","-0.095365626","25.449314251092","34.885608140683","33.464700411723","0","1","0","0","0","0","0"
"12","Algeria","2010","DZA","Algeria 2010","DZA10","615","6","2","4.25","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","1.32808","0.55471","9.3211659270651","1.313497159","","","3512.5808","1.32808","0.722250221","0.355483746","0.366826562","3.600169066","1.776424875","26.917567276379","25.449314251092","19.074160419738","0","1","0","0","0","0","0"
"12","Algeria","2011","DZA","Algeria 2011","DZA11","615","7","2","4.25","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","military","0","0","1","0","0.893441321","1.32808","9.434283603461","","","","","","0.722250221","0.346292595","0.355483746","2.800018252","0.893441321","31.588795789914","26.917567276379","18.459448974165","0","1","0","0","0","0","0"
"24","Angola","1977","AGO","Angola 1977","AGO77","540","2","-7","0.75","0","0","0","0","1","0","0","2","0","","0","0","","0","0","","0","0","","0","","0","","0","0","","0","","0","","0","","0","","0","","0","0","","","0","","0","","0","","0","","0","","6","0","0","1","0","party-based","1","0","0","0","-1.36207","","7.9783109698677","-2.958982866","0","3","940.82886","-1.36207","0.451964734","0.078866232","","","","","","14.972805196586","0","0","1","0","0","0","0"
